Frame, SubFrame, Fx1(N), Fy1(N), Fz1(N), Fx2(N), Fy2(N), Fz2(N)
189,0,0,0,0,0,0,0
189,1,0,0,0,0,0,0
189,2,0,0,0,0,0,0
189,3,0,0,0,0,0,0
189,4,0,0,0,0,0,0
190,0,0,0,0,0,0,0
190,1,0,0,0,0,0,0
190,2,0,0,0,0,0,0
190,3,0,0,0,0,0,0
190,4,0,0,0,0,0,0
191,0,0,0,0,0,0,0
191,1,0,0,0,0,0,0
191,2,0,0,0,0,0,0
191,3,0,0,0,0,0,0
191,4,0,0,0,0,0,0
192,0,0,0,0,0,0,0
192,1,0,0,0,0,0,0
192,2,0,0,0,0,0,0
192,3,0,0,0,0,0,0
192,4,0,0,0,0,0,0
193,0,0,0,0,0,0,0
193,1,0,0,0,0,0,0
193,2,0,0,0,0,0,0
193,3,0,0,0,0,0,0
193,4,0,0,0,0,0,0
194,0,0,0,0,0,0,0
194,1,0,0,0,0,0,0
194,2,0,0,0,0,0,0
194,3,0,0,0,0,0,0
194,4,0,0,0,0,0,0
195,0,0,0,0,0,0,0
195,1,0,0,0,0,0,0
195,2,0,0,0,0,0,0
195,3,0,0,0,0,0,0
195,4,0,0,0,0,0,0
196,0,0,0,0,0,0,0
196,1,0,0,0,0,0,0
196,2,0,0,0,0,0,0
196,3,0,0,0,0,0,0
196,4,0,0,0,0,0,0
197,0,0,0,0,0,0,0
197,1,0,0,0,0,0,0
197,2,0,0,0,0,0,0
197,3,0,0,0,0,0,0
197,4,0,0,0,0,0,0
198,0,0,0,0,0,0,0
198,1,0,0,0,0,0,0
198,2,0,0,0,0,0,0
198,3,0,0,0,0,0,0
198,4,0,0,0,0,0,0
199,0,0,0,0,0,0,0
199,1,0,0,0,0,0,0
199,2,0,0,0,0,0,0
199,3,0,0,0,0,0,0
199,4,0,0,0,0,0,0
200,0,0,0,0,0,0,0
200,1,0,0,0,0,0,0
200,2,0,0,0,0,0,0
200,3,0,0,0,0,0,0
200,4,0,0,0,0,0,0
201,0,0,0,0,0,0,0
201,1,0,0,0,0,0,0
201,2,0,0,0,0,0,0
201,3,0,0,0,0,0,0
201,4,0,0,0,0,0,0
202,0,0,0,0,0,0,0
202,1,0,0,0,0,0,0
202,2,0,0,0,0,0,0
202,3,0,0,0,0,0,0
202,4,0,0,0,0,0,0
203,0,0,0,0,0,0,0
203,1,0,0,0,0,0,0
203,2,0,0,0,0,0,0
203,3,0,0,0,0,0,0
203,4,0,0,0,0,0,0
204,0,0,0,0,0,0,0
204,1,0,0,0,0,0,0
204,2,0,0,0,0,0,0
204,3,0,0,0,0,0,0
204,4,0,0,0,0,0,0
205,0,0,0,0,0,0,0
205,1,0,0,0,0,0,0
205,2,0,0,0,0,0,0
205,3,0,0,0,0,0,0
205,4,0,0,0,0,0,0
206,0,0,0,0,0,0,0
206,1,0,0,0,0,0,0
206,2,0,0,0,0,0,0
206,3,0,0,0,0,0,0
206,4,0,0,0,0,0,0
207,0,0,0,0,0,0,0
207,1,0,0,0,0,0,0
207,2,0,0,0,0,0,0
207,3,0,0,0,0,0,0
207,4,0,0,0,0,0,0
208,0,0,0,0,0,0,0
208,1,0,0,0,0,0,0
208,2,0,0,0,0,0,0
208,3,0,0,0,0,0,0
208,4,0,0,0,0,0,0
209,0,0,0,0,0,0,0
209,1,0,0,0,0,0,0
209,2,0,0,0,0,0,0
209,3,0,0,0,0,0,0
209,4,0,0,0,0,0,0
210,0,0,0,0,0,0,0
210,1,0,0,0,0,0,0
210,2,0,0,0,0,0,0
210,3,0,0,0,0,0,0
210,4,0,0,0,0,0,0
211,0,0,0,0,0,0,0
211,1,0,0,0,0,0,0
211,2,0,0,0,0,0,0
211,3,0,0,0,0,0,0
211,4,0,0,0,0,0,0
212,0,0,0,0,0,0,0
212,1,0,0,0,0,0,0
212,2,0,0,0,0,0,0
212,3,0,0,0,0,0,0
212,4,0,0,0,0,0,0
213,0,0,0,0,0,0,0
213,1,0,0,0,0,0,0
213,2,0,0,0,0,0,0
213,3,0,0,0,0,0,0
213,4,0,0,0,0,0,0
214,0,0,0,0,0,0,0
214,1,0,0,0,0,0,0
214,2,0,0,0,0,0,0
214,3,0,0,0,0,0,0
214,4,0,0,0,0,0,0
215,0,0,0,0,0,0,0
215,1,0,0,0,0,0,0
215,2,0,0,0,0,0,0
215,3,0,0,0,0,0,0
215,4,0,0,0,0,0,0
216,0,0,0,0,0,0,0
216,1,0,0,0,0,0,0
216,2,0,0,0,0,0,0
216,3,0,0,0,0,0,0
216,4,0,0,0,0,0,0
217,0,0,0,0,0,0,0
217,1,0,0,0,0,0,0
217,2,0,0,0,0,0,0
217,3,0,0,0,0,0,0
217,4,0,0,0,0,0,0
218,0,0,0,0,0,0,0
218,1,0,0,0,0,0,0
218,2,0,0,0,0,0,0
218,3,0,0,0,0,0,0
218,4,0,0,0,0,0,0
219,0,0,0,0,0,0,0
219,1,0,0,0,0,0,0
219,2,0,0,0,0,0,0
219,3,0,0,0,0,0,0
219,4,0,0,0,0,0,0
220,0,0,0,0,0,0,0
220,1,4.7786,1.1986,-45.871,0,0,0
220,2,7.9008,1.9809,-81.156,0,0,0
220,3,9.9984,3.3114,-134.38,0,0,0
220,4,13.505,7.5367,-229.82,0,0,0
221,0,16.543,10.51,-367.44,0,0,0
221,1,13.671,6.5187,-508.24,0,0,0
221,2,-1.7657,2.4484,-594.75,0,0,0
221,3,-16.901,3.6209,-582.28,0,0,0
221,4,-17.042,3.9335,-516.87,0,0,0
222,0,-19.064,5.8891,-463.92,0,0,0
222,1,-26.323,9.722,-464.3,0,0,0
222,2,-27.182,12.695,-491.67,0,0,0
222,3,-27.26,17.468,-496.88,0,0,0
222,4,-29.297,22.319,-459.85,0,0,0
223,0,-27.273,26.935,-413.83,0,0,0
223,1,-25.558,32.411,-392.37,0,0,0
223,2,-24.705,36.793,-407.27,0,0,0
223,3,-23.617,40.079,-431.5,0,0,0
223,4,-24.482,46.495,-436.7,0,0,0
224,0,-24.719,53.458,-420.08,0,0,0
224,1,-24.885,59.326,-406.23,0,0,0
224,2,-23.56,65.897,-414.18,0,0,0
224,3,-23.021,72.391,-438.07,0,0,0
224,4,-24.043,82.328,-457.45,0,0,0
225,0,-23.116,91.404,-459.53,0,0,0
225,1,-21.249,99.071,-442.22,0,0,0
225,2,-18.683,105.96,-429.75,0,0,0
225,3,-15.801,113.62,-428.71,0,0,0
