Frame, SubFrame, Fx1(N), Fy1(N), Fz1(N), Fx2(N), Fy2(N), Fz2(N)
451,4,0,0,0,0,0,0
452,0,0,0,0,0,0,0
452,1,0,0,0,0,0,0
452,2,0,0,0,0,0,0
452,3,0,0,0,0,0,0
452,4,0,0,0,0,0,0
453,0,0,0,0,0,0,0
453,1,0,0,0,0,0,0
453,2,0,0,0,0,0,0
453,3,0,0,0,0,0,0
453,4,0,0,0,0,0,0
454,0,0,0,0,0,0,0
454,1,0,0,0,0,0,0
454,2,0,0,0,0,0,0
454,3,0,0,0,0,0,0
454,4,0,0,0,0,0,0
455,0,0,0,0,0,0,0
455,1,0,0,0,0,0,0
455,2,0,0,0,0,0,0
455,3,0,0,0,0,0,0
455,4,0,0,0,0,0,0
456,0,0,0,0,0,0,0
456,1,0,0,0,0,0,0
456,2,0,0,0,0,0,0
456,3,0,0,0,0,0,0
456,4,0,0,0,0,0,0
457,0,0,0,0,0,0,0
457,1,0,0,0,0,0,0
457,2,0,0,0,0,0,0
457,3,0,0,0,0,0,0
457,4,0,0,0,0,0,0
458,0,0,0,0,0,0,0
458,1,0,0,0,0,0,0
458,2,0,0,0,0,0,0
458,3,0,0,0,0,0,0
458,4,0,0,0,0,0,0
459,0,0,0,0,0,0,0
459,1,0,0,0,0,0,0
459,2,0,0,0,0,0,0
459,3,0,0,0,0,0,0
459,4,0,0,0,0,0,0
460,0,0,0,0,0,0,0
460,1,0,0,0,0,0,0
460,2,0,0,0,0,0,0
460,3,0,0,0,0,0,0
460,4,0,0,0,0,0,0
461,0,0,0,0,0,0,0
461,1,0,0,0,0,0,0
461,2,0,0,0,0,0,0
461,3,0,0,0,0,0,0
461,4,0,0,0,0,0,0
462,0,0,0,0,0,0,0
462,1,0,0,0,0,0,0
462,2,0,0,0,0,0,0
462,3,0,0,0,0,0,0
462,4,0,0,0,0,0,0
463,0,0,0,0,0,0,0
463,1,0,0,0,0,0,0
463,2,0,0,0,0,0,0
463,3,0,0,0,0,0,0
463,4,0,0,0,0,0,0
464,0,0,0,0,0,0,0
464,1,0,0,0,0,0,0
464,2,0,0,0,0,0,0
464,3,0,0,0,0,0,0
464,4,0,0,0,0,0,0
465,0,0,0,0,0,0,0
465,1,0,0,0,0,0,0
465,2,0,0,0,0,0,0
465,3,0,0,0,0,0,0
465,4,0,0,0,0,0,0
466,0,0,0,0,0,0,0
466,1,0,0,0,0,0,0
466,2,0,0,0,0,0,0
466,3,0,0,0,0,0,0
466,4,0,0,0,0,0,0
467,0,0,0,0,0,0,0
467,1,0,0,0,0,0,0
467,2,0,0,0,0,0,0
467,3,0,0,0,0,0,0
467,4,0,0,0,0,0,0
468,0,0,0,0,0,0,0
468,1,0,0,0,0,0,0
468,2,0,0,0,0,0,0
468,3,0,0,0,0,0,0
468,4,0,0,0,0,0,0
469,0,0,0,0,0,0,0
469,1,0,0,0,0,0,0
469,2,0,0,0,0,0,0
469,3,0,0,0,0,0,0
469,4,0,0,0,0,0,0
470,0,0,0,0,0,0,0
470,1,0,0,0,0,0,0
470,2,0,0,0,0,0,0
470,3,0,0,0,0,0,0
470,4,0,0,0,0,0,0
471,0,0,0,0,0,0,0
471,1,0,0,0,0,0,0
471,2,0,0,0,0,0,0
471,3,0,0,0,0,0,0
471,4,0,0,0,0,0,0
472,0,0,0,0,0,0,0
472,1,0,0,0,0,0,0
472,2,0,0,0,0,0,0
472,3,0,0,0,0,0,0
472,4,0,0,0,0,0,0
473,0,0,0,0,0,0,0
473,1,0,0,0,0,0,0
473,2,0,0,0,0,0,0
473,3,7.1214,2.8911,-34.404,0,0,0
473,4,8.8309,5.1604,-62.419,0,0,0
474,0,12.025,7.6648,-94.907,0,0,0
474,1,16.071,12.516,-151.28,0,0,0
474,2,20.042,16.507,-228.72,0,0,0
474,3,21.058,17.837,-316.91,0,0,0
474,4,13.662,14.628,-384.71,0,0,0
475,0,1.8109,14.861,-419.65,0,0,0
475,1,-5.5072,16.893,-414.12,0,0,0
475,2,-9.5521,18.691,-396.12,0,0,0
475,3,-13.213,19.629,-383.32,0,0,0
475,4,-16.488,22.289,-379.19,0,0,0
476,0,-18.123,25.653,-378.85,0,0,0
476,1,-19.373,28.625,-369.86,0,0,0
476,2,-19.061,31.52,-353.25,0,0,0
476,3,-18.596,34.963,-343.22,0,0,0
476,4,-18.053,38.405,-343.22,0,0,0
477,0,-18.057,41.926,-348.75,0,0,0
477,1,-17.042,46.464,-356.37,0,0,0
477,2,-17.671,50.924,-355.34,0,0,0
477,3,-17.362,56.087,-355.33,0,0,0
477,4,-17.758,61.642,-354.63,0,0,0
478,0,-16.901,67.666,-362.59,0,0,0
478,1,-17.766,73.3,-374.71,0,0,0
478,2,-17.299,80.184,-375.05,0,0,0
478,3,-17.536,86.131,-378.86,0,0,0
478,4,-16.995,92.547,-377.12,0,0,0
479,0,-16.685,99.432,-375.4,0,0,0
479,1,-15.362,106.08,-378.16,0,0,0
479,2,-14.354,112.34,-384.38,0,0,0
